,body,bert,hate,target
18806,"Can we get 10,000 FOLLOWERS if you support MariaBartiromo and stand with DONALD TRUMP in this hard battle ❓

Finally i joined Parler because of free speech ❗️

FOLLOW ME MariaBartiromoFans 👌

FOLLOW if you voted for Donald J Trump ✌️",0,0,0
18807,"RESIST LIKE IT'S 1776
TAKE A STAND FOR THIS LAND!!",0,0,0
18808,I’m so angry I could burst,0,0,0
18809,I follow back all President Trump supporters,0,0,0
18810,"@RepSteveScalise I cannot believe you sold out and actually believe $600 is going to help. All of you have betrayed your constituents by sending Americans money to all these other countries. Meanwhile, keep collecting your six figure paycheck.",0,0,0
18811,Factual truths that gets ignored and censored by the fake news!!👀,0,0,0
18812,😅 Biden's supporters don't really know what he stands for.,0,0,0
18813,Watching the same 2 you are. You can also search electoral votes and there is maps and showing live updates were each states is at.,0,0,0
18814,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18815,"Thanks Trump for ending the pandemic that hasn't ended! It's a hoax! It will be gone by Easter! It will go away in the warm weather! We're rounding the turn! 

What an idiot!",0,-1,0
18816,Not about to give up!! TRUMP 2020🇺🇸🇺🇸🇺🇸🇺🇸,0,0,0
18817,Welcome to Freedom!🇺🇸🇺🇸Let me know if you have any questions! #parlerconcierge,0,0,0
18818,Facebook appears to be censoring the #savethechildren a common hashtag used to raise awareness to child trafficking. Wonder why?,0,0,0
18819,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18820,President Trump’s speech tonite was a promise to Americans. He will keep fighting for you. Joe Biden will cancel you.,0,0,0
18821,"Have him bend over and speak from his ass, we might understand him better.",0,0,0
18822,"Victoria's secret products have sucked for years, they're just now catching up to having the suckiest models.",0,0,0
18823,Sure looks like that lie is stuck on her tongue. When were they ever welcoming when Trump won??,0,0,0
18824,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
18825,I just joined Parler! Looking forward to meeting everyone here. #newuser,0,0,0
18826,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
18827,Can we cancel Pelosi for good!,0,-1,0
18828,Who can't wait for the debates between Creepy Sleepy Joe Biden and President Trump? Anyone getting the popcorn ready? #Trump2020 #parler #parlerusa,1,0,0
18829,"New to this, Thanks for Parlay",0,0,0
18830,"...on trying #parler

The more open you are the broader the view you have. But you do miss some of the smaller details.

Worth the trade off? Let's find out.",0,0,0
18831,What about the 6000 votes that they already caught that switched from Trump to Biden. Isn’t that evidence? Isn’t that evidence that the machines are fallible and the process is corruptible?,0,0,0
18832,"@Doobidoo There has never been a President who has fought and is still fighting so hard to save America and the American people as President Trump, the demonrats are like vultures waiting to take control so they can continue where Obummer left off, to destroy the USA forever and it will be FOREVER, when the NWO is ushered in and Bill Gates will be supported by the left to vaccinate and microchip not only ALL Americans but the world's populations (except muslims who can refuse it through their religious beliefs).",1,1,people of color
18833,"Have a little grace on the misspelling of ""they"" y'all... he's from Kansas...",0,0,0
18834,"@ChitownLV She didn’t become Speaker by being stupid. Please, you have to know your enemy. That’s why she gets elected every 2 years for decades and decades. KNOW YOUR ENEMY",1,0,0
18835,Followed you on Twitter. Glad to find you here. You always make me s8!😃,0,0,0
18836,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
18837,When that one guy who always seems to be riding in the back of the bus stands up.,0,0,0
18838,"“Sing Hallelujah to the Lord!” — Hong Kong MUST SHARE here, Twitter! MUST GO VIRAL!!",0,0,0
18839,"My husband was wounded in Afghanistan in 2009. Not a single one of these people has helped us with the red tape regarding getting his benefits and the % game they play with our wounded warriors.

What kind of low-life must you be to want to send our soldiers to be blow-up and shot for a country that doesn't even want us there??",1,1,immigrants
18840,"All of us with conservative media in the lead should collectively label Antifa/BLM as the Democrat “goon squads”? They are, through sponsorship or enabling actions, and all DEMS should BE MADE to wear that albatross every minute of every hour of every day. DEMS always practice that “a big offense"" is the best defense and keep the opposition back on its heels. Well, turn it on them; push them hard and don’t let up.

Repeat! Repeat! Repeat! On Limbaugh.On Hannity.On Levin.On Bongino.On Ingram.On Carlson.On Owens.On Waters.On Piro.On Savage.On Breitbart.On Parler.On Facebook. On Twitter until the censors are overrun. On the NY Post. On the Washington Times. Add all your voices in the comment section of every social media site and MSM site. 

Never just say Antifa. Say “the Democrat goon squad, Antifa.” When someone speaks for BLM they should be ""a representative for #BLM, one of the ""DEMOCRAT Goon Squads.”

Drown them in the muck they’re making.

….. AND DON’T LET THE VOTERS FORGET!!",1,1,people of color
18841,"#MarchForTrump #FuckCIA
#2020election #VoterFraud
#ElectionFraud #Justice
#JusticeForDonaldTrump
#DCStopTheSteal #ChinaBiden 
#FuckCongres 
#StopTheSteal 
#VoterFraud #GhostVotes #DemocratsAreCorrupt 
#Chinauselectionhacking
#smartmatic
#Alabama
#Alaska
#Arizona
#Arkansas
#California
#Colorado
#Connecticut
#Delaware
#Florida
#Georgia
#Hawaii
#Idaho
#Illinois
#Indiana
#Iowa
#Kansas
#Kentucky
#Louisiana
#Maine
#RhodeIsland
#SouthCarolina
#SouthDakota
#Tennessee
#Texas
#Utah
#Vermont
#Virginia
#Washington
#WestVirginia
#Wisconsin
#Wyoming
#Maryland
#Massachusetts
#Michigan
#Minnesota
#Mississippi
#Missouri
#Montana
#Nebraska
#Nevada
#NewHampshire
#NewJersey
#NewMexico
#NewYork
#NorthCarolina
#NorthDakota
#Ohio
#Oklahoma",0,-1,0
18842,"Piss poor lipstick. I put lipstick on friends. That sucks.
👀 oops.",0,0,0
18843,"It's called Sabotage, Fraud in this Election has been Astronomical the DEMOCRATS and every Foreign Country that is on involved with this is going down! Nothing is going to save you this time not even a Corrupt DOJ and Government!",0,-1,0
18844,"The secret of the win:
White House
Executive Order on Imposing Certain Sanctions in the Event of Foreign Interference in a United States Election
 FOREIGN POLICY
Issued on: September 12, 2018",0,-1,0
18845,"Not doing it, because we have members here with a small follower base whose contents on parler are just as good (and sometimes better), but they will get drowned out by people with a big follower base. So...my sorry rebellious ass is supporting the little people...just like I do with businesses - Shop local not Walmart.",0,0,0
18846,"تازه الان توی فروردینیم ، داغیم نمیفهمیم ، برسیم به اردیبهشت تازه میفهمیم که داریم بهار قشنگمونو توی این وضعیت خونه نشینی از دست میدیم ... 😞

از طرف دختر اردیبهشت",0,0,0
18847,"I've found that the far left are the most hateful,retaliatory people who refuse to accept it when others have differing opinions. That was the same mentality of Hitler as well as the entire communist party. Rather than try to turn our country towards socialism/communism, I'd gladly pay higher taxes to move them all to Venezuela, Russia , China or any other country who's policies fit their narrative.",0,-1,0
18848,"🇺🇸Yes Ma’am I also do the same as I was worried about how many people I would have to remove that don’t think like me. No arguments here just remove. 🇺🇸 PS: Your profile is Super. 🇺🇸Tip for iPhone users: I’m sure you guys are better than me, but I was having a hard time getting a personal photo loaded with a Parler post as I have over 4K of photos on my iPhone. I had to turn off my photo library in my settings so photos didn’t upload to my iCloud. Then I had to close the PARLER app and reopened it and did a post with a personal photo. Worked like a charm. 🇺🇸 Don’t hurt me to much 😢 Just trying to help and figure things out. Please advise if I said anything that was not correct. 🇺🇸 #maga #trump #trump2020 #military #qanon #kag 🇺🇸 @parlerdev",0,0,0
18849,"Populist Press was under attack today. 

Took down their site for a time, and now back up, appears to have wiped out their stories from the last two months. 

They hate our free speech and free exchange of information.",0,-1,0
18850,شاف تغريدتك الف مدري وش ينقصهم لو تابعو,0,0,0
18851,"Arriva l'emendamento patrimoniale LEU / PD a firma Fratoianni e Orfini: una tassa progressiva progressive, che parte dallo 0,2% “per una base imponibile di valore compreso tra 500.000 euro e 1 milione di euro”.
In buona sostanza, un appartenente al ceto medio che abbia una casa in centro o una villetta, frutto di anni di lavoro e risparmio, va sacrificato come fosse un grande possidente (senza contare i risvolti ipotecari derivanti e quant'altro).
Insomma la solita ricetta per tutte le stagioni.",0,0,0
